data_source,regid,smiles
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5925,O=c1onnc2ncnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5926,O=c1nnn2ncnc2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5927,O=c1nnc2ncnn2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5928,O=c1snnn2ncnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5929,O=c1snnc2ncnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S593,O=c1[nH]c2occc2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5930,O=c1nnn2ncnc2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5931,O=c1nnc2ncnn2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5932,O=c1ccoc2ncnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5933,O=c1ccon2ncnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5934,O=c1ncoc2ncnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5935,O=c1ncon2ncnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5936,O=c1ccsn2ncnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5937,O=c1ccsc2ncnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5938,O=c1cn[nH]c2ncnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5939,O=c1cn[nH]n2ncnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S594,c1ccc2occc2c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5940,O=c1cnoc2ncnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5941,O=c1cnon2ncnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5942,O=c1cnsc2ncnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5943,O=c1cnsn2ncnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5944,O=c1ncsc2ncnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5945,O=c1ncsn2ncnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5946,O=c1nn[nH]c2ncnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5947,O=c1nn[nH]n2ncnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5948,O=c1nnoc2ncnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5949,O=c1nnon2ncnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S595,c1cc2occc2cn1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5950,O=c1nnsc2ncnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5951,O=c1nnsn2ncnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5952,O=c1c(=O)c(=O)n2ncnc2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5953,O=c1[nH]c(=O)n2ncnc2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5954,O=c1[nH]c(=O)c2ncnn2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5955,O=c1[nH]c(=O)n2ncnc2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5956,O=c1[nH]c(=O)c2ncnn2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5957,O=c1oc2ncnn2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5958,O=c1oc2ncnn2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5959,O=c1on2ncnc2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S596,c1cc2ccoc2cn1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5960,O=c1oc2ncnn2oc1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5961,O=c1oc(=O)n2ncnc2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5962,O=c1oc(=O)c2ncnn2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5963,O=c1oc2ncnn2sc1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5964,O=c1on2ncnc2sc1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5965,O=c1oc2ncnn2c(=O)s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5966,O=c1on2ncnc2c(=O)s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5967,O=c1sc2ncnn2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5968,O=c1oc(=O)n2ncnc2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5969,O=c1oc(=O)c2ncnn2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S597,c1cnc2occc2c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5970,O=c1sc2ncnn2sc1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5971,O=c1sc(=O)n2ncnc2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5972,O=c1sc(=O)c2ncnn2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5973,c1cc2nnnn2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5974,c1cn2nnnc2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5975,c1cc2nnnn2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5976,c1cn2nnnc2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5977,c1cc2nnnn2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5978,c1cn2nnnc2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5979,c1n[nH]n2nnnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S598,c1cnc2ccoc2c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5980,c1n[nH]c2nnnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5981,c1non2nnnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5982,c1noc2nnnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5983,c1nsn2nnnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5984,c1nsc2nnnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5985,c1nc2nnnn2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5986,c1nn2nnnc2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5987,c1nc2nnnn2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5988,c1nn2nnnc2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5989,c1nc2nnnn2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S599,c1cc2occc2nn1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5990,c1nn2nnnc2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5991,n1nc2nn[nH]n2n1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5992,n1nc2[nH]nnn2n1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5993,n1nc2nnon2n1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5994,n1nc2onnn2n1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5995,n1nc2nnsn2n1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5996,n1nc2snnn2n1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5997,O=c1c(=O)c2nnnn2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5998,O=c1[nH]c2nnnn2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S5999,O=c1[nH]c2nnnn2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6,c1cnsc1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S60,O=c1cccns1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S600,c1cc2ccoc2nn1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6000,O=c1[nH]n2nnnc2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6001,O=c1[nH]c2nnnn2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6002,O=c1[nH]n2nnnc2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6003,O=c1ncn2[nH]cnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6004,O=c1ncn2nc[nH]n12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6005,O=c1cnn2[nH]cnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6006,O=c1cnn2nc[nH]n12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6007,O=c1[nH]n2[nH]cnn2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6008,O=c1[nH]n2nc[nH]n2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6009,O=c1nnn2[nH]cnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S601,c1cc2cnncc2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6010,O=c1nnn2nc[nH]n12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6011,O=c1[nH]c(=O)n2[nH]cnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6012,O=c1oc(=O)n2[nH]cnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6013,O=c1on2nc[nH]n2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6014,O=c1on2[nH]cnn2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6015,O=c1sc(=O)n2[nH]cnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6016,O=c1sn2nc[nH]n2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6017,O=c1sn2[nH]cnn2c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6018,c1ccn2nnnc2c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6019,c1cn2nnnc2cn1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S602,O=c1[nH]ccc2occc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6020,c1cc2nnnn2cn1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6021,c1cnn2nnnc2c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6022,c1cnc2nnnn2c1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6023,c1cn2nnnc2nn1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6024,c1cc2nnnn2nn1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6025,c1nncn2nnnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6026,O=c1[nH]ccn2nnnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6027,O=c1[nH]ccc2nnnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6028,O=c1ccc2nnnn2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6029,O=c1ccn2nnnc2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S603,O=c1[nH]ccc2ccoc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6030,O=c1occn2nnnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6031,O=c1occc2nnnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6032,O=c1ccc2nnnn2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6033,O=c1ccn2nnnc2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6034,O=c1sccn2nnnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6035,O=c1sccc2nnnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6036,O=c1ccc2nnnn2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6037,O=c1ccn2nnnc2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6038,c1ncn2nnnc2n1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6039,c1ncc2nnnn2n1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S604,O=c1ccc2ccoc2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6040,c1nnnc2nnnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6041,c1nnnn2nnnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6042,O=c1[nH]ncn2nnnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6043,O=c1[nH]ncc2nnnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6044,O=c1ncn2nnnc2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6045,O=c1ncc2nnnn2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6046,O=c1oncn2nnnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6047,O=c1oncc2nnnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6048,O=c1ncn2nnnc2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6049,O=c1ncc2nnnn2o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S605,O=c1ccc2occc2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6050,O=c1sncn2nnnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6051,O=c1sncc2nnnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6052,O=c1ncn2nnnc2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6053,O=c1ncc2nnnn2s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6054,O=c1cnc2nnnn2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6055,O=c1cnn2nnnc2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6056,O=c1nnc2nnnn2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6057,O=c1nnn2nnnc2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6058,O=c1[nH]c(=O)c2nnnn2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6059,O=c1[nH]c(=O)n2nnnc2[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S606,O=c1cc2occc2c[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6060,O=c1[nH]c2nnnn2[nH]c1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6061,O=c1[nH]n2nnnc2c(=O)o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6062,O=c1[nH]c2nnnn2c(=O)o1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6063,O=c1[nH]n2nnnc2oc1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6064,O=c1[nH]c2nnnn2oc1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6065,O=c1[nH]n2nnnc2c(=O)s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6066,O=c1[nH]c2nnnn2c(=O)s1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6067,O=c1[nH]n2nnnc2sc1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6068,O=c1[nH]c2nnnn2sc1=O
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6069,O=c1cc[nH]c2nnnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S607,O=c1cc2ccoc2c[nH]1
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6070,O=c1cc[nH]n2nnnc12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6071,O=c1nc[nH]c2nnnn12
C:\Chem_Work\CompChem_Working\CCAS_Hetarynes_Local\csv_backups\input_csv_datasets\VEHICLe_10_dataset.csv,S6072,O=c1nc[nH]n2nnnc12
