arene_id,arene_smiles,arene_energy,aryne_id,aryne_smiles,aryne_energy,dehydrogenation_energy,Sz_Aryne_Ring,RingSys_Type,Aryne_Aindx_1,Aryne_Aindx_2,Aindx_1_Type,Aindx_2_Type,Aryne_Bond_Dist(A),Aidx1_BndAngl_idxs,BndAng1_Atom_Types,Aidx1_BndAngl,Aidx2_BndAngl_idxs,BndAng2_Atom_Types,Aidx2_BndAngl,Max_Aryne_BndAngl,Aidx1_BndAngl_dev,Aidx2_BndAngl_dev,Max_angle_dev,Sum_abs_dev,Aryne_DiH_Ang,eHOMO(eV),eLUMO(eV),H_L_Gap(eV),Hirsh_chgs_Aindx_1,Hirsh_chgs_Aindx_2,Sum_Abs_Hirsh_aryne
arene_61,O=c1cc2occc2n[nH]1,-490.3981,aryne_68,O=c1cc2oc#cc2n[nH]1,-488.9957,149.7702,5,multi,5,6,C,C,1.234,"[4, 5, 6]","['O', 'C', 'C']",128.5176,"[5, 6, 7]","['C', 'C', 'C']",99.2303,128.5176,20.517599999999987,8.7697,20.517599999999987,29.287299999999988,0.045,-8.1080,-3.4446,4.663400000000001,0.103,-0.1133,0.2163
arene_65,O=c1ocnc2cccn12,-490.4431,aryne_72,O=c1ocnc2cc#cn12,-489.0471,145.7541,5,multi,7,8,C,C,1.2456,"[6, 7, 8]","['C', 'C', 'C']",114.9188,"[7, 8, 9]","['C', 'C', 'N']",108.9378,114.9188,6.9188000000000045,0.9377999999999957,6.9188000000000045,7.8566,0.073,-8.1562,-3.1420,5.014200000000001,-0.0209,-0.0223,0.0432
arene_67,c1csn2[nH]ccn2[nH]1,-772.498,aryne_75,c1[nH]n2scc[nH]n2c#1,-771.1695,103.3972,5,multi,8,0,C,C,1.5308,"[7, 8, 0]","['N', 'C', 'C']",102.5894,"[1, 0, 8]","['N', 'C', 'C']",103.2836,103.2836,5.410600000000002,4.716399999999993,5.410600000000002,10.126999999999995,0.683,-7.1234,-1.1817,5.9417,-0.1846,-0.1644,0.349
arene_73,c1cnn2ccnc2n1,-411.4299,aryne_82,c1nc2nccnn2c#1,-410.0312,147.4484,5,multi,8,0,C,C,1.2887,"[7, 8, 0]","['N', 'C', 'C']",92.2391,"[1, 0, 8]","['N', 'C', 'C']",133.5621,133.5621,15.760900000000007,25.562099999999987,25.562099999999987,41.32299999999999,0.067,-8.4118,-2.7979,5.613899999999999,-0.1654,0.147,0.3124
arene_78,O=c1ccc2[nH]cc[nH]c1=2,-454.4835,aryne_87,O=c1c#cc2[nH]cc[nH]c1=2,-453.1389,113.5001,5,multi,2,3,C,C,1.2933,"[1, 2, 3]","['C', 'C', 'C']",116.583,"[2, 3, 4]","['C', 'C', 'C']",92.1242,116.583,8.582999999999998,15.875799999999998,15.875799999999998,24.458799999999997,41.76,-6.3991,-1.5017,4.897399999999999,-0.0608,-0.1764,0.2372
arene_81,O=c1ccsn2c(=O)ccn12,-888.4325,aryne_92,O=c1ccsn2c(=O)c#cn12,-887.0439,141.1105,5,multi,8,9,C,C,1.2387,"[6, 8, 9]","['C', 'C', 'C']",106.7217,"[8, 9, 10]","['C', 'C', 'N']",120.212,120.212,1.2783000000000015,12.212000000000003,12.212000000000003,13.490300000000005,9.65,-8.3269,-3.2417,5.0852,-0.0846,0.0429,0.1275
arene_85,O=c1[nH]c(=O)c2nccn2s1,-904.523,aryne_97,O=c1[nH]c(=O)c2nc#cn2s1,-903.1207,149.7074,5,multi,7,8,C,C,1.3093,"[6, 7, 8]","['N', 'C', 'C']",134.8067,"[7, 8, 9]","['C', 'C', 'N']",89.0306,134.8067,26.806700000000006,18.969399999999993,26.806700000000006,45.7761,0.184,-9.1465,-3.2182,5.9283,0.1766,-0.1756,0.3522
arene_86,O=c1ccc2c(=O)c(=O)ncc1=2,-586.3294,aryne_98,O=c1c#cc2c(=O)c(=O)ncc1=2,-584.9595,129.3761,5,multi,2,3,C,C,1.2306,"[1, 2, 3]","['C', 'C', 'C']",108.0916,"[2, 3, 4]","['C', 'C', 'C']",116.0144,116.0144,0.09159999999999968,8.014399999999995,8.014399999999995,8.105999999999995,0.039,-9.3461,-4.1492,5.196899999999999,-0.0659,-0.0115,0.0774
arene_88,O=c1onnc2sccc12,-849.1376,aryne_100,O=c1onnc2sc#cc12,-847.7688,128.6859,5,multi,7,8,C,C,1.245,"[6, 7, 8]","['S', 'C', 'C']",109.0363,"[7, 8, 9]","['C', 'C', 'C']",123.8213,123.8213,1.0362999999999971,15.821299999999994,15.821299999999994,16.85759999999999,0.032,-9.5131,-3.5618,5.9513,-0.077,0.0227,0.0997
arene_94,O=c1nnc2sccc2s1,-1172.0679,aryne_108,O=c1nnc2sc#cc2s1,-1170.7035,125.9248,5,multi,6,7,C,C,1.2481,"[5, 6, 7]","['S', 'C', 'C']",110.9868,"[6, 7, 8]","['C', 'C', 'C']",123.0753,123.0753,2.9868000000000023,15.075299999999999,15.075299999999999,18.0621,0.007,-8.7407,-3.4607,5.28,-0.0636,-0.0089,0.07250000000000001
arene_102,c1cn2onnc2n1,-409.13,aryne_120,c1nc2nnon2c#1,-407.7301,148.2014,5,multi,7,0,C,C,1.3087,"[6, 7, 0]","['N', 'C', 'C']",88.3476,"[1, 0, 7]","['N', 'C', 'C']",134.7746,134.7746,19.6524,26.774599999999992,26.774599999999992,46.42699999999999,0.083,-9.2770,-3.4966,5.780399999999999,-0.1565,0.1766,0.3331
arene_103,O=c1cc2ccoc2c[nH]1,-474.3971,aryne_121,O=c1cc2c#coc2c[nH]1,-472.993,150.8369,5,multi,4,5,C,C,1.2351,"[3, 4, 5]","['C', 'C', 'C']",99.0492,"[4, 5, 6]","['C', 'C', 'O']",129.8589,129.8589,8.950800000000001,21.858900000000006,21.858900000000006,30.809700000000007,0.035,-7.4958,-3.1899,4.305899999999999,-0.1268,0.1114,0.2382
arene_104,O=c1ccc2n[nH]cnn1-2,-486.5353,aryne_122,O=c1c#cc2n[nH]cnn1-2,-485.1707,126.0503,5,multi,2,3,C,C,1.2343,"[1, 2, 3]","['C', 'C', 'C']",115.3415,"[2, 3, 4]","['C', 'C', 'C']",110.1809,115.3415,7.341499999999996,2.180899999999994,7.341499999999996,9.52239999999999,0.413,-7.4822,-2.7193,4.7629,-0.0294,-0.0576,0.087
arene_106,c1cn2[nH]nn[nH]n2[nH]1,-461.7033,aryne_124,c1[nH]n2[nH]nn[nH]n2c#1,-460.3094,144.4363,5,multi,8,0,C,C,1.3767,"[7, 8, 0]","['N', 'C', 'C']",102.9955,"[1, 0, 8]","['N', 'C', 'C']",106.5779,106.5779,5.004499999999993,1.4221000000000004,5.004499999999993,6.426599999999993,39.532,-8.1058,-2.6309,5.4749,-0.0639,-0.0609,0.1248
arene_108,O=c1c(=O)c2cccn2c1=O,-548.3205,aryne_126,O=c1c(=O)c2cc#cn2c1=O,-546.918,149.8329,5,multi,6,7,C,C,1.2509,"[5, 6, 7]","['C', 'C', 'C']",116.0074,"[6, 7, 8]","['C', 'C', 'N']",107.5651,116.0074,8.007400000000004,0.43489999999999895,8.007400000000004,8.442300000000003,0.003,-9.1498,-3.8487,5.301100000000001,0.0077,-0.005,0.0127
arene_110,c1cc2nn[nH]c2[nH]1,-373.3415,aryne_128,c1[nH]c2[nH]nnc2c#1,-371.9467,145.0011,5,multi,7,0,C,C,1.2437,"[6, 7, 0]","['C', 'C', 'C']",109.3159,"[1, 0, 7]","['N', 'C', 'C']",114.7483,114.7483,1.3158999999999992,6.7483,6.7483,8.0642,0.501,-7.9822,-2.8907,5.0915,-0.0518,-0.0284,0.0802
arene_112,O=c1oc(=O)c2nccn2s1,-924.3494,aryne_130,O=c1oc(=O)c2nc#cn2s1,-922.946,150.3977,5,multi,7,8,C,C,1.3106,"[6, 7, 8]","['N', 'C', 'C']",134.6328,"[7, 8, 9]","['C', 'C', 'N']",89.1559,134.6328,26.632800000000003,18.844099999999997,26.632800000000003,45.4769,0.119,-9.4663,-3.5238,5.942500000000001,0.1838,-0.1656,0.3494
arene_134,O=c1ccn2c(=O)c(=O)cc1-2,-548.3062,aryne_156,O=c1c#cn2c(=O)c(=O)cc1-2,-546.9247,136.6552,5,multi,2,3,C,C,1.2397,"[1, 2, 3]","['C', 'C', 'C']",110.1555,"[2, 3, 4]","['C', 'C', 'N']",118.577,118.577,2.1555000000000035,10.576999999999998,10.576999999999998,12.732500000000002,0.164,-9.1037,-3.5568,5.5469,-0.0761,0.0442,0.1203
arene_141,O=c1c(=O)c(=O)n2c(=O)ccn2c1=O,-752.6569,aryne_165,O=c1c(=O)c(=O)n2c(=O)c#cn2c1=O,-751.2645,143.4951,5,multi,9,10,C,C,1.2335,"[7, 9, 10]","['C', 'C', 'C']",111.3144,"[9, 10, 11]","['C', 'C', 'N']",116.0233,116.0233,3.3144000000000062,8.023300000000006,8.023300000000006,11.337700000000012,0.537,-9.6011,-4.2667,5.3344000000000005,-0.0339,0.0406,0.0745
arene_148,c1cc2cscc2s1,-1026.8589,aryne_176,c1sc2cscc2c#1,-1025.4982,123.603,5,multi,7,0,C,C,1.2349,"[6, 7, 0]","['C', 'C', 'C']",123.93,"[1, 0, 7]","['S', 'C', 'C']",111.2792,123.93,15.930000000000007,3.279200000000003,15.930000000000007,19.20920000000001,0.016,-7.4847,-2.4543,5.0304,-0.023,-0.1015,0.1245
arene_152,O=c1cnn2ccsn12,-791.2068,aryne_182,O=c1cnn2c#csn12,-789.8496,121.4068,5,multi,5,6,C,C,1.5198,"[4, 5, 6]","['N', 'C', 'C']",105.6899,"[5, 6, 7]","['C', 'C', 'S']",111.4331,111.4331,2.3101000000000056,3.433099999999996,3.433099999999996,5.743200000000002,0.057,-7.8914,-3.3772,4.5142,-0.1222,-0.1479,0.2701
arene_158,O=c1ncn2sccc2n1,-829.3422,aryne_188,O=c1ncn2sc#cc2n1,-827.9787,125.3601,5,multi,6,7,C,C,1.2373,"[5, 6, 7]","['S', 'C', 'C']",108.534,"[6, 7, 8]","['C', 'C', 'C']",126.6774,126.6774,0.534000000000006,18.677400000000006,18.677400000000006,19.211400000000012,0.147,-8.6469,-3.7897,4.857200000000001,-0.0705,0.0348,0.10529999999999999
arene_159,O=c1ccn2nnon12,-484.2098,aryne_189,O=c1c#cn2nnon12,-482.8348,132.5764,5,multi,2,3,C,C,1.2518,"[1, 2, 3]","['C', 'C', 'C']",101.4211,"[2, 3, 4]","['C', 'C', 'N']",122.1882,122.1882,6.578900000000004,14.188199999999995,14.188199999999995,20.7671,24.748,-9.6399,-3.6157,6.0242,-0.0867,0.047,0.13369999999999999
arene_164,O=c1sc(=O)n2cc[nH]n2c1=O,-979.5631,aryne_194,O=c1sc(=O)n2c#c[nH]n2c1=O,-978.2207,112.1196,5,multi,6,7,C,C,1.5344,"[5, 6, 7]","['N', 'C', 'C']",103.9353,"[6, 7, 8]","['C', 'C', 'N']",103.1434,103.9353,4.064700000000002,4.8566,4.8566,8.921300000000002,1.481,-8.1404,-3.0215,5.1189,-0.1043,-0.1412,0.2455
arene_166,O=c1[nH]nc2sccn2c1=O,-904.4971,aryne_198,O=c1[nH]nc2sc#cn2c1=O,-903.1168,135.9022,5,multi,6,7,C,C,1.2275,"[5, 6, 7]","['S', 'C', 'C']",110.7689,"[6, 7, 8]","['C', 'C', 'N']",124.1357,124.1357,2.768900000000002,16.1357,16.1357,18.904600000000002,0.065,-7.9096,-3.7540,4.1556,-0.0789,0.0446,0.1235
arene_169,O=c1ccn2c(=O)c(=O)nc1-2,-564.3325,aryne_201,O=c1c#cn2c(=O)c(=O)nc1-2,-562.9572,132.7647,5,multi,2,3,C,C,1.2403,"[1, 2, 3]","['C', 'C', 'C']",110.1578,"[2, 3, 4]","['C', 'C', 'N']",119.8997,119.8997,2.1577999999999946,11.899699999999996,11.899699999999996,14.05749999999999,0.123,-9.7009,-3.7128,5.988100000000001,-0.0799,0.0503,0.13019999999999998
arene_170,c1csn2cc[nH]n2[nH]1,-772.4884,aryne_203,c1[nH]n2[nH]ccsn2c#1,-771.1592,103.8365,5,multi,8,0,C,C,1.5417,"[7, 8, 0]","['N', 'C', 'C']",103.2879,"[1, 0, 8]","['N', 'C', 'C']",102.8278,103.2879,4.712100000000007,5.172200000000004,5.172200000000004,9.88430000000001,0.69,-7.2069,-0.9131,6.2938,-0.1515,-0.1535,0.305
arene_172,O=c1ncnc2occn12,-506.4609,aryne_205,O=c1ncnc2oc#cn12,-505.0256,170.4152,5,multi,7,8,C,C,1.23,"[6, 7, 8]","['O', 'C', 'C']",118.6074,"[7, 8, 9]","['C', 'C', 'N']",105.3969,118.6074,10.607399999999998,2.6030999999999977,10.607399999999998,13.210499999999996,0.063,-8.9356,-4.8894,4.046200000000001,0.0906,0.0089,0.0995
arene_185,O=c1[nH]ncc2nccn12,-486.6125,aryne_220,O=c1[nH]ncc2nc#cn12,-485.2031,154.1627,5,multi,7,8,C,C,1.2871,"[6, 7, 8]","['N', 'C', 'C']",133.5893,"[7, 8, 9]","['C', 'C', 'N']",90.9085,133.5893,25.58930000000001,17.091499999999996,25.58930000000001,42.680800000000005,0.002,-8.3858,-2.9289,5.456899999999999,0.1528,-0.1509,0.30369999999999997
arene_188,O=c1ccc2ncc(=O)c1=2,-473.1075,aryne_223,O=c1c#cc2ncc(=O)c1=2,-471.7417,126.8033,5,multi,2,3,C,C,1.2331,"[1, 2, 3]","['C', 'C', 'C']",111.0985,"[2, 3, 4]","['C', 'C', 'C']",111.5392,111.5392,3.0985000000000014,3.539199999999994,3.539199999999994,6.637699999999995,0.085,-9.0630,-3.6567,5.406300000000001,-0.0511,-0.0506,0.1017
arene_189,c1cnc2ccoc2c1,-399.2538,aryne_226,c1oc2cccnc2c#1,-397.8496,150.8997,5,multi,8,0,C,C,1.2373,"[7, 8, 0]","['C', 'C', 'C']",100.8065,"[1, 0, 8]","['O', 'C', 'C']",125.959,125.959,7.1935,17.959000000000003,17.959000000000003,25.152500000000003,0.044,-8.4947,-3.0544,5.440300000000001,-0.1114,0.0806,0.192
arene_193,O=c1ncnc2sccn12,-829.3828,aryne_230,O=c1ncnc2sc#cn12,-827.9994,137.8475,5,multi,7,8,C,C,1.2323,"[6, 7, 8]","['S', 'C', 'C']",108.1882,"[7, 8, 9]","['C', 'C', 'N']",125.0783,125.0783,0.18819999999999482,17.0783,17.0783,17.266499999999994,0.027,-8.6083,-3.8863,4.7219999999999995,-0.0846,0.0651,0.1497
arene_195,O=c1cc[nH]c2cccn12,-454.5679,aryne_233,O=c1cc[nH]c2cc#cn12,-453.1697,147.1346,5,multi,7,8,C,C,1.2435,"[6, 7, 8]","['C', 'C', 'C']",113.7453,"[7, 8, 9]","['C', 'C', 'N']",110.2285,113.7453,5.7453,2.228499999999997,5.7453,7.973799999999997,0.032,-7.1846,-2.5736,4.611,-0.0462,-0.0286,0.0748
arene_196,O=c1sc2ccsc2sc1=O,-1573.9842,aryne_234,O=c1sc2c#csc2sc1=O,-1572.6169,127.7446,5,multi,4,5,C,C,1.2446,"[3, 4, 5]","['C', 'C', 'C']",128.299,"[4, 5, 6]","['C', 'C', 'S']",104.4806,128.299,20.299000000000007,3.5194000000000045,20.299000000000007,23.81840000000001,0.311,-8.2744,-3.2301,5.0443,0.009,-0.1104,0.11939999999999999
arene_198,O=c1onnc2ccsc12,-849.1387,aryne_236,O=c1onnc2c#csc12,-847.7657,131.3214,5,multi,6,7,C,C,1.2419,"[5, 6, 7]","['C', 'C', 'C']",121.6552,"[6, 7, 8]","['C', 'C', 'S']",110.4154,121.6552,13.655199999999994,2.4154000000000053,13.655199999999994,16.0706,0.007,-9.7184,-3.7239,5.9945,0.0112,-0.0677,0.0789
arene_210,O=c1ccc2ocn[nH]c1=2,-490.3267,aryne_250,O=c1c#cc2ocn[nH]c1=2,-488.9693,121.5323,5,multi,2,3,C,C,1.302,"[1, 2, 3]","['C', 'C', 'C']",120.098,"[2, 3, 4]","['C', 'C', 'C']",84.9704,120.098,12.097999999999999,23.029600000000002,23.029600000000002,35.1276,47.146,-7.6281,-2.1279,5.5001999999999995,-0.0297,-0.1397,0.1694
arene_217,O=c1ccn2ccnc2o1,-490.4278,aryne_258,O=c1ccn2c#cnc2o1,-489.0254,149.7702,5,multi,5,6,C,C,1.2781,"[4, 5, 6]","['N', 'C', 'C']",91.2419,"[5, 6, 7]","['C', 'C', 'N']",132.8571,132.8571,16.7581,24.857100000000003,24.857100000000003,41.6152,0.041,-8.4923,-3.0128,5.4795,-0.1852,0.1411,0.32630000000000003
arene_223,O=c1[nH]nnc2sccc12,-829.3318,aryne_264,O=c1[nH]nnc2sc#cc12,-827.9657,126.9916,5,multi,7,8,C,C,1.2438,"[6, 7, 8]","['S', 'C', 'C']",108.6713,"[7, 8, 9]","['C', 'C', 'C']",124.4039,124.4039,0.6713000000000022,16.403899999999993,16.403899999999993,17.075199999999995,0.02,-8.7552,-3.1080,5.6472,-0.0904,0.0123,0.1027
arene_235,O=c1sc2ccsc2s1,-1460.8065,aryne_276,O=c1sc2c#csc2s1,-1459.4376,128.7486,5,multi,4,5,C,C,1.2437,"[3, 4, 5]","['C', 'C', 'C']",126.3889,"[4, 5, 6]","['C', 'C', 'S']",106.2776,126.3889,18.388900000000007,1.7223999999999933,18.388900000000007,20.1113,0.058,-7.9700,-3.1445,4.8255,0.0061,-0.1086,0.1147
arene_238,c1ccsc1,-552.6818,aryne_279,c1ccsc#1,-551.318,125.5483,5,mono,4,0,C,C,1.2527,"[3, 4, 0]","['S', 'C', 'C']",98.8085,"[1, 0, 4]","['C', 'C', 'C']",133.5506,133.5506,9.191500000000005,25.550600000000003,25.550600000000003,34.74210000000001,0.023,-8.6019,-2.1759,6.426,-0.1616,0.0194,0.181
arene_245,O=c1ccsc2occc12,-817.1412,aryne_288,O=c1ccsc2oc#cc12,-815.7249,158.4925,5,multi,7,8,C,C,1.2357,"[6, 7, 8]","['O', 'C', 'C']",122.2709,"[7, 8, 9]","['C', 'C', 'C']",102.7307,122.2709,14.270899999999997,5.269300000000001,14.270899999999997,19.5402,0.034,-8.0169,-3.5579,4.459,0.0753,-0.0683,0.1436
arene_255,c1cn2cncnc2n1,-411.4618,aryne_298,c1nc2ncncn2c#1,-410.0654,146.0051,5,multi,8,0,C,C,1.2915,"[7, 8, 0]","['N', 'C', 'C']",90.0091,"[1, 0, 8]","['N', 'C', 'C']",135.1829,135.1829,17.990899999999996,27.18289999999999,27.18289999999999,45.173799999999986,0.004,-8.4154,-2.8212,5.5942,-0.1937,0.1583,0.352
arene_259,O=c1cnc2cccn2s1,-813.3034,aryne_302,O=c1cnc2cc#cn2s1,-811.9099,144.1853,5,multi,6,7,C,C,1.2581,"[5, 6, 7]","['C', 'C', 'C']",115.7516,"[6, 7, 8]","['C', 'C', 'N']",108.5737,115.7516,7.751599999999996,0.5737000000000023,7.751599999999996,8.325299999999999,0.088,-8.1109,-3.2060,4.904900000000001,-0.0159,-0.0393,0.0552
arene_264,c1ccn2ccnc2c1,-379.4154,aryne_309,c1nc2ccccn2c#1,-378.0173,147.0719,5,multi,8,0,C,C,1.2969,"[7, 8, 0]","['N', 'C', 'C']",89.3894,"[1, 0, 8]","['N', 'C', 'C']",136.1215,136.1215,18.610600000000005,28.121499999999997,28.121499999999997,46.7321,0.014,-7.4900,-2.1906,5.2994,-0.2201,0.1508,0.3709
arene_267,O=c1[nH]c2ccoc2sc1=O,-908.3189,aryne_312,O=c1[nH]c2c#coc2sc1=O,-906.9097,154.0372,5,multi,4,5,C,C,1.2763,"[3, 4, 5]","['C', 'C', 'C']",91.5881,"[4, 5, 6]","['C', 'C', 'O']",128.5788,128.5788,16.411900000000003,20.5788,20.5788,36.990700000000004,25.723,-7.9950,-3.2679,4.7271,-0.1815,0.1165,0.298
arene_268,O=c1ocnc2ccsc12,-833.2008,aryne_313,O=c1ocnc2c#csc12,-831.832,128.6859,5,multi,6,7,C,C,1.2442,"[5, 6, 7]","['C', 'C', 'C']",124.381,"[6, 7, 8]","['C', 'C', 'S']",108.7173,124.381,16.381,0.7172999999999945,16.381,17.098299999999995,0.038,-8.8210,-3.1265,5.6945,0.0064,-0.089,0.0954
arene_271,O=c1cc2cc[nH]n2cn1,-470.5311,aryne_316,O=c1cc2c#c[nH]n2cn1,-469.138,143.9343,5,multi,4,5,C,C,1.2402,"[3, 4, 5]","['C', 'C', 'C']",106.2383,"[4, 5, 6]","['C', 'C', 'N']",119.2314,119.2314,1.7617000000000047,11.231399999999994,11.231399999999994,12.993099999999998,15.661,-7.7866,-3.7679,4.0187,-0.0583,0.0367,0.095
arene_272,O=c1cnn2cccc2[nH]1,-470.5586,aryne_317,O=c1cnn2c#ccc2[nH]1,-469.1612,146.6326,5,multi,5,6,C,C,1.2442,"[4, 5, 6]","['N', 'C', 'C']",107.8265,"[5, 6, 7]","['C', 'C', 'C']",115.9306,115.9306,0.1735000000000042,7.930599999999998,7.930599999999998,8.104100000000003,0.373,-7.6575,-3.0112,4.6463,-0.0485,-0.0237,0.0722
arene_280,O=c1ccc2occsc1=2,-817.0879,aryne_325,O=c1c#cc2occsc1=2,-815.7258,124.4816,5,multi,2,3,C,C,1.2749,"[1, 2, 3]","['C', 'C', 'C']",114.1979,"[2, 3, 4]","['C', 'C', 'C']",94.978,114.1979,6.197900000000004,13.022000000000006,13.022000000000006,19.21990000000001,40.98,-7.4811,-2.2890,5.1921,-0.0252,-0.1209,0.1461
arene_282,c1cc2cc[nH]n2c1,-341.2917,aryne_328,c1cc2cc[nH]n2c#1,-339.8991,143.6206,5,multi,7,0,C,C,1.293,"[6, 7, 0]","['N', 'C', 'C']",100.0389,"[1, 0, 7]","['C', 'C', 'C']",118.9454,118.9454,7.961100000000002,10.945400000000006,10.945400000000006,18.90650000000001,22.558,-6.5466,-2.1171,4.429499999999999,-0.1406,-0.0314,0.172
arene_282,c1cc2cc[nH]n2c1,-341.2917,aryne_329,c1[nH]n2cccc2c#1,-339.9027,141.3615,5,multi,7,0,C,C,1.2881,"[6, 7, 0]","['C', 'C', 'C']",105.0268,"[1, 0, 7]","['N', 'C', 'C']",113.496,113.496,2.9732000000000056,5.495999999999995,5.495999999999995,8.4692,29.535,-6.9662,-2.5960,4.3702,-0.0923,-0.0323,0.12459999999999999
arene_289,O=c1cncc2cc[nH]n12,-470.5501,aryne_337,O=c1cncc2c#c[nH]n12,-469.1485,149.2682,5,multi,6,7,C,C,1.2477,"[5, 6, 7]","['C', 'C', 'C']",108.0769,"[6, 7, 8]","['C', 'C', 'N']",115.0037,115.0037,0.07689999999999486,7.003699999999995,7.003699999999995,7.08059999999999,13.881,-7.3412,-3.8920,3.4492,-0.0453,0.0326,0.0779
