bad_hetero_ID,no_arene_smiles
no_arene_15035,O=c1[nH]c(=O)n2cnc(=O)c(=O)n2[nH]1
no_arene_15036,O=c1nc[nH]c2snnc12
no_arene_15037,c1nn2onnoc-2ns1
no_arene_15038,O=c1nnn2snc[nH]n2s1
no_arene_15039,O=c1cnon2[nH]cnon12
no_arene_15040,O=c1[nH]c2coc(=O)n2[nH]1
no_arene_15041,O=c1sc2nonnn-2c1=O
no_arene_15042,O=c1nn[nH]c2onnc(=O)c12
no_arene_15043,O=c1cnc2c(=O)cnoc2s1
no_arene_15044,O=c1[nH]n2c(=O)[nH]ncn2c1=O
no_arene_15045,O=c1nnc2snnc(=O)c2[nH]1
no_arene_15046,O=c1sc(=O)n2cn[nH]c(=O)n2c1=O
no_arene_15047,O=c1nnc2[nH]c(=O)[nH]c(=O)c2[nH]1
no_arene_15048,O=c1[nH]c2ocnsc=2c1=O
no_arene_15049,O=c1[nH]c2[nH]c(=O)c(=O)sc2o1
no_arene_15050,O=c1sc(=O)n2nnsn2c1=O
no_arene_15051,O=c1nc2c(=O)sncc2n[nH]1
no_arene_15052,O=c1cnc2snnoc1=2
no_arene_15053,O=c1oc(=O)c2c(=O)sc(=O)sc2s1
no_arene_15054,O=c1nc2c(=O)nn[nH]c2n[nH]1
no_arene_15055,O=c1nnc(=O)n2nnnnn12
no_arene_15056,O=c1on2scn[nH]n2sc1=O
no_arene_15057,O=c1ncoc2cncn12
no_arene_15058,O=c1occ2nnsc(=O)n2c1=O
no_arene_15059,O=c1ncn2c(=O)nn[nH]n2c1=O
no_arene_15060,O=c1ncn2c(=O)c(=O)occ2[nH]1
no_arene_15061,O=c1cnoc2n[nH]cc12
no_arene_15062,O=c1cnc(=O)c2sc(=O)c(=O)c(=O)c1=2
no_arene_15063,O=c1oc(=O)n2ocnc(=O)n2c1=O
no_arene_15064,O=c1cc2onnc(=O)n2cn1
no_arene_15065,O=c1[nH]n2nc[nH]nc-2c1=O
no_arene_15066,O=c1cnsn2[nH]nnsn12
no_arene_15067,c1nnc2nnsn12
no_arene_15068,O=c1nc2c(=O)snnc2ns1
no_arene_15069,O=c1sn2ocnn2c1=O
no_arene_15070,O=c1cn[nH]c2ncnnc12
no_arene_15071,c1nsn2nnsnc-2o1
no_arene_15072,O=c1cnn2c(=O)c(=O)sc(=O)n2o1
no_arene_15073,O=c1sc2csnnn-2c(=O)c1=O
no_arene_15074,c1nc2cscc2o1
no_arene_15075,O=c1nnc2ocnc2o1
no_arene_15076,O=c1nc2[nH]c(=O)sc(=O)n2c(=O)o1
no_arene_15077,O=c1cnn2c(=O)c(=O)[nH]c(=O)n2[nH]1
no_arene_15078,c1nnn2snn[nH]n2n1
no_arene_15079,O=c1ncn2c(=O)c(=O)[nH]cc2s1
no_arene_15080,O=c1[nH]n2nconc-2c1=O
no_arene_15081,O=c1scc2nncnn12
no_arene_15082,O=c1cnc2nc[nH]c(=O)c2s1
no_arene_15083,O=c1sc(=O)n2c(=O)c(=O)cnn2s1
no_arene_15084,O=c1oc(=O)c(=O)c1=O
no_arene_15085,O=c1cnoc2nnnnc12
no_arene_15086,O=c1[nH]nnn2c(=O)[nH]cc12
no_arene_15087,O=c1onnc2c(=O)oncc12
no_arene_15088,O=c1oc(=O)n2cn[nH]nc-2c1=O
no_arene_15089,O=c1[nH]c2nsc(=O)nc2[nH]1
no_arene_15090,O=c1scnc2nnncc12
no_arene_15091,O=c1on2ncncn2c(=O)c1=O
no_arene_15092,O=c1[nH]c(=O)c2c(=O)snnc2o1
no_arene_15093,O=c1sc(=O)n2c(=O)[nH]cnn2c1=O
no_arene_15094,O=c1[nH]c2nsnc2oc1=O
no_arene_15095,c1noc2nsnnn-2s1
no_arene_15096,c1nsc2scn[nH]c=2[nH]1
no_arene_15097,O=c1sn2scnc(=O)n2c1=O
no_arene_15098,O=c1[nH]c2n[nH]c(=O)n2[nH]c1=O
no_arene_15099,O=c1cnn2c(=O)nnc(=O)n2s1
no_arene_15100,O=c1cc2snnn2c(=O)[nH]1
no_arene_15101,O=c1[nH]c2c(=O)scnc2c(=O)o1
no_arene_15102,O=c1nnon2c(=O)ncnc12
no_arene_15103,O=c1nc2ncc(=O)oc2c[nH]1
no_arene_15104,O=c1[nH]c2cc(=O)scc2c(=O)o1
no_arene_15105,O=c1sc(=O)n2nnsnc-2c1=O
no_arene_15106,O=c1nc2nnc(=O)sn2c(=O)o1
no_arene_15107,c1n[nH]c2n[nH]cc12
no_arene_15108,O=c1[nH]n2c(=O)c(=O)[nH]cc2oc1=O
no_arene_15109,O=c1cnc2c(=O)cn[nH]c2s1
no_arene_15110,O=c1onc2c(=O)ncon2c1=O
no_arene_15111,O=c1[nH]n2c(=O)cnsn2c1=O
no_arene_15112,c1n[nH]c2onn[nH]c=2o1
no_arene_15113,O=c1cc2sc(=O)c(=O)[nH]n2c(=O)s1
no_arene_15114,O=c1sc2nsnc2sc1=O
no_arene_15115,O=c1nnoc2nsc(=O)n12
no_arene_15116,O=c1[nH]nnc2nnsc12
no_arene_15117,O=c1cc2oncn2cn1
no_arene_15118,O=c1cnc2c(=O)snnc2s1
no_arene_15119,O=c1cc2c(=O)nnon2cn1
no_arene_15120,c1nnc2ncoc2n1
no_arene_15121,O=c1sc(=O)n2nnocc1-2
no_arene_15122,O=c1nc2onnc2c[nH]1
no_arene_15123,c1n[nH]n2ncscc-2[nH]1
no_arene_15124,O=c1oc2cnsc(=O)c2oc1=O
no_arene_15125,O=c1oc2ocnc(=O)c2sc1=O
no_arene_15126,O=c1nnn2sc(=O)c(=O)c(=O)n2o1
no_arene_15127,O=c1nnn2snn[nH]n2[nH]1
no_arene_15128,O=c1[nH]nc2c(=O)scnn2c1=O
no_arene_15129,O=c1oc2nc[nH]c(=O)c2oc1=O
no_arene_15130,O=c1[nH]ncc2ncnn12
no_arene_15131,c1n[nH]n2nn[nH]cc-2o1
no_arene_15132,O=c1[nH]c(=O)sc(=O)[nH]1
no_arene_15133,O=c1on2nc[nH]cc-2c1=O
no_arene_15134,O=c1c(=O)c(=O)c2c(=O)c(=O)c(=O)c2c1=O
no_arene_15135,O=c1cnc2nn[nH]c2s1
no_arene_15136,O=c1oc2ncoc2sc1=O
no_arene_15137,O=c1cc2c(=O)[nH]ncc2ns1
no_arene_15138,O=c1nnc2nnc(=O)c=2c1=O
no_arene_15139,O=c1[nH]n2ocnon2c(=O)o1
no_arene_15140,O=c1cnn2sc(=O)oc(=O)c2c1
no_arene_15141,O=c1cnc(=O)c2[nH]nn[nH]c1=2
no_arene_15142,c1nncc2sncc12
no_arene_15143,O=c1ncc2nc(=O)oc(=O)n2[nH]1
no_arene_15144,O=c1nnc2n[nH]ncn-2c1=O
no_arene_15145,c1noc2snc[nH]c=2[nH]1
no_arene_15146,O=c1ncn2c(=O)[nH]c(=O)c(=O)n2o1
no_arene_15147,O=c1sn2sncc(=O)n2c(=O)c1=O
no_arene_15148,c1nn2onnsc-2n[nH]1
no_arene_15149,O=c1[nH]c2sc(=O)[nH]c(=O)c2[nH]1
no_arene_15150,O=c1nnc2c(=O)cnoc2o1
no_arene_15151,O=c1ncc2[nH]cnoc1=2
no_arene_15152,O=c1ncn2onnn12
no_arene_15153,O=c1onc2ncnnn2c1=O
no_arene_15154,O=c1onnn2[nH]nnon12
no_arene_15155,O=c1[nH]c(=O)c2cnsc(=O)c2[nH]1
no_arene_15156,O=c1nnc2ocnc2[nH]1
no_arene_15157,O=c1nnc2[nH]nnc2[nH]1
no_arene_15158,O=c1[nH]cnn2cnnc12
no_arene_15159,O=c1oc(=O)n2cn[nH]cc1-2
no_arene_15160,O=c1oncc2nncnc12
no_arene_15161,O=c1oncn2ocn[nH]n12
no_arene_15162,O=c1ncsn2oncsn12
no_arene_15163,O=c1cc2ocnc(=O)c2n[nH]1
no_arene_15164,c1n[nH]c2[nH]nn[nH]c=2s1
no_arene_15165,O=c1nnn2c(=O)nnnc2o1
no_arene_15166,O=c1nc[nH]c2cocc12
no_arene_15167,c1ncc2nn[nH]c2n1
no_arene_15168,O=c1oc(=O)c2snnc(=O)c2s1
no_arene_15169,O=c1cc2c(=O)cnoc2c[nH]1
no_arene_15170,O=c1cnn2c(=O)sc(=O)c(=O)n2o1
no_arene_15171,O=c1on2c(=O)oc(=O)c(=O)n2o1
no_arene_15172,O=c1nnsc2nonc12
no_arene_15173,O=c1oc2ncsc(=O)c2sc1=O
no_arene_15174,O=c1sc(=O)c(=O)n2nconc1-2
no_arene_15175,c1noc2snnsc=2o1
no_arene_15176,O=c1on2nnnc2s1
no_arene_15177,O=c1cc2ocnn2nn1
no_arene_15178,O=c1cnc2nsc(=O)c(=O)n2o1
no_arene_15179,O=c1oc2csc(=O)n2s1
no_arene_15180,O=c1cc2c(=O)nc[nH]n2c(=O)s1
no_arene_15181,O=c1oc2c(=O)sc(=O)c=2c(=O)c1=O
no_arene_15182,O=c1cnc2cnc(=O)c1=2
no_arene_15183,c1nn2[nH]nnoc-2no1
no_arene_15184,O=c1oc(=O)c2nc[nH]c2o1
no_arene_15185,O=c1[nH]n2ocnsn2sc1=O
no_arene_15186,O=c1[nH]n2nnscc-2c(=O)c1=O
no_arene_15187,O=c1nnn2ocnon2o1
no_arene_15188,O=c1cnnc2onnn12
no_arene_15189,O=c1nnn2ncscc1-2
no_arene_15190,O=c1oc(=O)n2oncn2c1=O
no_arene_15191,c1[nH]ncn2snnsc1-2
no_arene_15192,O=c1[nH]c(=O)c2c(=O)c(=O)c(=O)sc=2c1=O
no_arene_15193,O=c1cnsc2ncncc12
no_arene_15194,O=c1oc2nocc2s1
no_arene_15195,O=c1[nH]cnc2cnoc12
no_arene_15196,O=c1cnnc2scnc(=O)n12
no_arene_15197,O=c1cnon2[nH]cnsn12
no_arene_15198,O=c1nc2sc(=O)c(=O)[nH]n2c(=O)o1
no_arene_15199,O=c1[nH]c2c(=O)[nH]ncc2s1
no_arene_15200,O=c1nc2[nH]cnc(=O)n2c(=O)s1
no_arene_15201,O=c1onc2cnsc(=O)n2c1=O
no_arene_15202,O=c1oc(=O)c2noc(=O)n2o1
no_arene_15203,O=c1on2ncscc-2c(=O)c1=O
no_arene_15204,O=c1ncn2c(=O)c(=O)occ2s1
no_arene_15205,O=c1on2nconc-2c1=O
no_arene_15206,O=c1cc2c(=O)[nH]c(=O)[nH]n2nn1
no_arene_15207,c1n[nH]c2c[nH]ncn-2s1
no_arene_15208,O=c1nnn2c(=O)[nH]nnc2n1
no_arene_15209,O=c1nnoc2coc(=O)n12
no_arene_15210,O=c1occ2nnncn2c1=O
no_arene_15211,n1nnc2nsnc2n1
no_arene_15212,O=c1cc2scnc(=O)n2c(=O)s1
no_arene_15213,O=c1[nH]n2c(=O)[nH]cnn2c(=O)c1=O
no_arene_15214,O=c1sn2snnn2c1=O
no_arene_15215,c1nn2[nH]nnsn2[nH]1
no_arene_15216,O=c1oc(=O)c2nnsc2o1
no_arene_15217,O=c1cnn2cnsc(=O)n2c1=O
no_arene_15218,O=c1ncc2c(=O)c(=O)c(=O)[nH]c1=2
no_arene_15219,O=c1cc2ncc(=O)sn2nn1
no_arene_15220,O=c1ncnns1
no_arene_15221,O=c1[nH]c2onnc2s1
no_arene_15222,O=c1oc2c(=O)ncsc2sc1=O
no_arene_15223,O=c1cn[nH]n2[nH]nnsn12
no_arene_15224,O=c1snc2onnn2c1=O
no_arene_15225,O=c1[nH]c(=O)c2cnnc(=O)n2o1
no_arene_15226,O=c1cc2oc(=O)c(=O)oc2n[nH]1
no_arene_15227,O=c1[nH]c2nsc(=O)c(=O)n2[nH]1
no_arene_15228,O=c1nnoc2csc(=O)n12
no_arene_15229,O=c1[nH]n2onnsn2o1
no_arene_15230,O=c1[nH]nc2ncnnn12
no_arene_15231,O=c1c(=O)c(=O)c2c(=O)[nH]ncc2c1=O
no_arene_15232,O=c1cc2c(=O)sc(=O)[nH]c2no1
no_arene_15233,O=c1cn[nH]c2n[nH]nc12
no_arene_15234,O=c1sc2nncn2s1
no_arene_15235,O=c1nc2c(=O)ncon2c(=O)o1
no_arene_15236,O=c1nnn2scnsn2s1
no_arene_15237,O=c1cc2c(=O)c(=O)[nH]n-2c1=O
no_arene_15238,O=c1oc2nsc(=O)n2sc1=O
no_arene_15239,O=c1nnn2c(=O)nnc(=O)n2s1
no_arene_15240,O=c1nc2c(=O)nn[nH]c2co1
no_arene_15241,O=c1nc2c(=O)[nH]nnn2c(=O)s1
no_arene_15242,O=c1[nH]c(=O)c2snnc(=O)c2[nH]1
no_arene_15243,O=c1onc2nnncn2c1=O
no_arene_15244,O=c1on2ncnc2s1
no_arene_15245,O=c1[nH]cnn2sncsn12
no_arene_15246,O=c1[nH]c(=O)n2snc[nH]n2[nH]1
no_arene_15247,O=c1cnc2c(=O)sc(=O)sc2[nH]1
no_arene_15248,O=c1nnc2nonc2[nH]1
no_arene_15249,O=c1nc2ncsc(=O)n2c(=O)s1
no_arene_15250,O=c1nc[nH]n2ocn[nH]n12
no_arene_15251,O=c1cc2oc(=O)[nH]c(=O)n2cn1
no_arene_15252,O=c1[nH]c2cn[nH]c(=O)c2c(=O)s1
no_arene_15253,O=c1on2c(=O)ncn2s1
no_arene_15254,O=c1nc2oncc(=O)n2c(=O)[nH]1
no_arene_15255,O=c1[nH]c2snnsc=2c1=O
no_arene_15256,O=c1[nH]c(=O)n2oncsn2[nH]1
no_arene_15257,O=c1cnn2ncscc-2c1=O
no_arene_15258,O=c1sc(=O)n2nnnnn2c1=O
no_arene_15259,O=c1[nH]c(=O)n2ncc(=O)c(=O)n2s1
no_arene_15260,O=c1[nH]c(=O)c2[nH]cnc2[nH]1
no_arene_15261,O=c1nnc2[nH]ncc(=O)c2o1
no_arene_15262,O=c1oc2coc(=O)n2o1
no_arene_15263,O=c1[nH]c(=O)c2nnncc2s1
no_arene_15264,O=c1[nH]n2c(=O)snc2s1
no_arene_15265,O=c1cnn2scnc(=O)n12
no_arene_15266,O=c1[nH]c(=O)n2onnon2[nH]1
no_arene_15267,c1nnc[nH]1
no_arene_15268,O=c1[nH]cnn2nnnc12
no_arene_15269,O=c1nc2cn[nH]c(=O)n2c(=O)s1
no_arene_15270,O=c1nc2onnc(=O)c2n[nH]1
no_arene_15271,O=c1nnn2c(=O)sc(=O)c(=O)n2s1
no_arene_15272,O=c1cc2c(=O)sc(=O)oc2cs1
no_arene_15273,O=c1cc2snnsc-2cc1=O
no_arene_15274,O=c1sn2c(=O)sncn2c(=O)c1=O
no_arene_15275,O=c1cc2oncc2no1
no_arene_15276,O=c1sncc2oncc12
no_arene_15277,O=c1sncn2cnnc12
no_arene_15278,n1nnc2nnnnc2n1
no_arene_15279,O=c1cnc2ncnnc2s1
no_arene_15280,O=c1nnc2c(=O)[nH]c(=O)c1=2
no_arene_15281,O=c1cc2[nH]cnsn-2c(=O)c1=O
no_arene_15282,O=c1[nH]c2[nH]ncc2o1
no_arene_15283,O=c1snnn2c(=O)onc12
no_arene_15284,O=c1nnc2n[nH]c(=O)n2o1
no_arene_15285,O=c1[nH]c2sc(=O)c(=O)sc2c(=O)o1
no_arene_15286,O=c1[nH]n2c(=O)c(=O)ncn2o1
no_arene_15287,c1nn2nncc2[nH]1
no_arene_15288,O=c1oc2c(=O)[nH]cnc2sc1=O
no_arene_15289,O=c1cnsc2n[nH]nc12
no_arene_15290,O=c1c(=O)c2cocc2c1=O
no_arene_15291,O=c1nnc2[nH]nnc(=O)c2o1
no_arene_15292,c1nc2csnc2s1
no_arene_15293,O=c1on2oc(=O)c(=O)c(=O)n2sc1=O
no_arene_15294,O=c1nnc2csnc2o1
no_arene_15295,O=c1cc2cn[nH]c(=O)n2cn1
no_arene_15296,O=c1cnsn2c(=O)nnn12
no_arene_15297,n1non2nnsn2[nH]1
no_arene_15298,O=c1[nH]c2[nH]cn[nH]c=2c(=O)c1=O
no_arene_15299,O=c1nc2ncncc2co1
no_arene_15300,O=c1ncn2nc[nH]n12
no_arene_15301,O=c1nc2sncc2n[nH]1
no_arene_15302,O=c1sc(=O)n2snnon2s1
no_arene_15303,O=c1cnc2cc(=O)snc2[nH]1
no_arene_15304,O=c1[nH]nnc2cnsc12
no_arene_15305,O=c1scnc2ocnc12
no_arene_15306,O=c1nc2oc(=O)c(=O)sn2c(=O)o1
no_arene_15307,O=c1cc2ncc(=O)c(=O)c-2c1
no_arene_15308,O=c1[nH]n2scnn2c(=O)c1=O
no_arene_15309,O=c1[nH]n2c(=O)cnc(=O)n2c(=O)o1
no_arene_15310,O=c1cc2oc(=O)ncc2c[nH]1
no_arene_15311,O=c1cn[nH]n2c(=O)ncn12
no_arene_15312,O=c1[nH]n2c(=O)nnnc2s1
no_arene_15313,c1onc2nn[nH]c12
no_arene_15314,O=c1[nH]c2[nH]cnc(=O)c2c(=O)o1
no_arene_15315,O=c1oc2[nH]nnoc=2c1=O
no_arene_15316,O=c1[nH]c(=O)c2nsnc2[nH]1
no_arene_15317,O=c1cc2sc(=O)nnn2c(=O)s1
no_arene_15318,O=c1oc2cnncc2o1
no_arene_15319,O=c1snnn2ocnon12
no_arene_15320,O=c1cc2c(=O)[nH]cnc2ns1
no_arene_15321,O=c1[nH]c2ncnn2s1
no_arene_15322,O=c1[nH]n2c(=O)c(=O)cnn2s1
no_arene_15323,O=c1cc2c(=O)[nH]c(=O)oc2co1
no_arene_15324,O=c1cnn2ncnc2s1
no_arene_15325,c1nsn2onnon12
no_arene_15326,O=c1[nH]n2scnc(=O)n2c(=O)c1=O
no_arene_15327,O=c1cnc2c(=O)oc(=O)c=2c1=O
no_arene_15328,O=c1onc2c(=O)cn[nH]n2c1=O
no_arene_15329,O=c1[nH]c(=O)c2c(=O)c(=O)sc1=2
no_arene_15330,O=c1[nH]c(=O)c2sc(=O)sc2o1
no_arene_15331,O=c1[nH]cc2c(=O)ncsn2c1=O
no_arene_15332,O=c1cnc(=O)c2nnc(=O)c1=2
no_arene_15333,O=c1[nH]c(=O)c2n[nH]c(=O)c(=O)n2s1
no_arene_15334,c1nnc2[nH]nnc2n1
no_arene_15335,O=c1cnoc2ncnnc12
no_arene_15336,O=c1nncc2nnon12
no_arene_15337,O=c1on2nnsnc-2c1=O
no_arene_15338,O=c1cnc2noc(=O)c(=O)n2o1
no_arene_15339,O=c1nnn2sncn12
no_arene_15340,O=c1cnc2oc(=O)c(=O)oc2s1
no_arene_15341,O=c1ncn2ncsn12
no_arene_15342,O=c1nc[nH]c2n[nH]cc12
no_arene_15343,O=c1cc2c(=O)c(=O)c(=O)c(=O)n2c(=O)[nH]1
no_arene_15344,c1nnn2onnon2n1
no_arene_15345,O=c1ncon2nnnc12
no_arene_15346,O=c1[nH]n2c(=O)cnc(=O)n2c(=O)s1
no_arene_15347,O=c1[nH]c(=O)c2conc2o1
no_arene_15348,c1nnn2nnnnc12
no_arene_15349,O=c1[nH]nc2cnon12
no_arene_15350,O=c1oc2nncnc2sc1=O
no_arene_15351,O=c1[nH]n2ocnon2c(=O)s1
no_arene_15352,O=c1[nH]c2ncnnc2[nH]1
no_arene_15353,O=c1[nH]n2c(=O)c(=O)snc2c(=O)s1
no_arene_15354,O=c1cnc2[nH]c(=O)c(=O)[nH]c2[nH]1
no_arene_15355,O=c1sc2[nH]nn[nH]c=2c1=O
no_arene_15356,O=c1ncc2ncnc(=O)n2s1
no_arene_15357,O=c1nc2c(=O)c(=O)c(=O)on-2c1=O
no_arene_15358,O=c1[nH]cnc2nnnn12
no_arene_15359,O=c1nnon2snnsn12
no_arene_15360,O=c1oc(=O)n2c(=O)sncn12
no_arene_15361,O=c1cnon2c(=O)scc12
no_arene_15362,O=c1cc2cnoc2co1
no_arene_15363,O=c1cc2sc(=O)ncn2c(=O)[nH]1
no_arene_15364,O=c1cc2c(=O)oc(=O)[nH]c2no1
no_arene_15365,O=c1ncnc2nc[nH]n12
no_arene_15366,O=c1onnc2nsnc12
no_arene_15367,O=c1nnn2sc(=O)sc2n1
no_arene_15368,O=c1oc2c(=O)ncoc2c(=O)s1
no_arene_15369,O=c1snnc2ncnn12
no_arene_15370,O=c1cnc2scnoc1=2
no_arene_15371,O=c1nnn2c(=O)[nH]c(=O)c(=O)n2o1
no_arene_15372,O=c1snc2ncncn2c1=O
no_arene_15373,O=c1oc2scnsc=2c(=O)c1=O
no_arene_15374,O=c1[nH]n2c(=O)nnn2c(=O)o1
no_arene_15375,n1nnc2n[nH]nc2n1
no_arene_15376,O=c1oc(=O)c2ncnn2s1
no_arene_15377,O=c1ncc2nc(=O)c(=O)nc1-2
no_arene_15378,O=c1[nH]n2cncnn2c(=O)c1=O
no_arene_15379,n1nn2onnsc-2n[nH]1
no_arene_15380,c1nc2[nH]nnc2s1
no_arene_15381,O=c1oc(=O)c2nc[nH]c(=O)c2o1
no_arene_15382,O=c1ncc2c(=O)c(=O)c(=O)[nH]c=2c1=O
no_arene_15383,O=c1[nH]n2c(=O)c(=O)ncn2c(=O)o1
no_arene_15384,O=c1nnn2c(=O)[nH]ncn12
no_arene_15385,O=c1on2sc(=O)c(=O)n2sc1=O
no_arene_15386,O=c1ncc2c(=O)c(=O)[nH]c(=O)c=2c1=O
no_arene_15387,O=c1cnsc2nscc12
no_arene_15388,O=c1on2ncc(=O)n2oc1=O
no_arene_15389,O=c1sn2nnocc-2c(=O)c1=O
no_arene_15390,O=c1sc(=O)n2c(=O)nnc(=O)n2s1
no_arene_15391,O=c1ncoc2cn[nH]c(=O)c12
no_arene_15392,c1n[nH]n2sncn2s1
no_arene_15393,O=c1oc2nc[nH]c(=O)c2s1
no_arene_15394,O=c1nc2cnsn2c(=O)o1
no_arene_15395,O=c1nnon2c(=O)ncn12
no_arene_15396,O=c1cnc2sncc(=O)c2[nH]1
no_arene_15397,O=c1ncc2onc[nH]c1=2
no_arene_15398,c1noc2nsnnn-2[nH]1
no_arene_15399,O=c1nnc2c(=O)[nH]c(=O)c(=O)c=2c1=O
no_arene_15400,O=c1cnsn2ocnon12
no_arene_15401,c1ncc2ocnc2n1
no_arene_15402,O=c1cnn2cnc(=O)sc2c1
no_arene_15403,O=c1oc2c(=O)ncsc2c(=O)s1
no_arene_15404,O=c1[nH]c2[nH]c(=O)c(=O)sc2oc1=O
no_arene_15405,O=c1[nH]ncc2nnncc12
no_arene_15406,O=c1[nH]cnc2nncnc12
no_arene_15407,O=c1cnn2nn[nH]c(=O)c2c1
no_arene_15408,O=c1cnc(=O)n2c(=O)scnn12
no_arene_15409,O=c1ocnc2nnsc12
no_arene_15410,O=c1ncoc2nnnnc12
no_arene_15411,O=c1[nH]n2sc(=O)c(=O)c(=O)n2[nH]c1=O
no_arene_15412,O=c1cnn2sc(=O)c(=O)on2c1=O
no_arene_15413,O=c1[nH]ncn2nncc12
no_arene_15414,O=c1cnc(=O)n2c(=O)cnon12
no_arene_15415,O=c1ncn2[nH]nnc2n1
no_arene_15416,O=c1sc2nsncn-2c1=O
no_arene_15417,O=c1cnn2c(=O)nnon2c1=O
no_arene_15418,O=c1[nH]n2c(=O)c(=O)cnn2o1
no_arene_15419,O=c1onnc2nn[nH]c12
no_arene_15420,O=c1nnsc2cnnn12
no_arene_15421,O=c1cnnc2oncc(=O)n12
no_arene_15422,O=c1[nH]n2oc(=O)c(=O)sn2c1=O
no_arene_15423,O=c1on2[nH]nnc(=O)n2c(=O)c1=O
no_arene_15424,O=c1scnn2oncsn12
no_arene_15425,O=c1ncnc2cnsc(=O)n12
no_arene_15426,O=c1[nH]c(=O)c2ocn[nH]c1=2
no_arene_15427,O=c1[nH]cnc2scnc12
no_arene_15428,O=c1on2ocnon2s1
no_arene_15429,O=c1nnc2[nH]ncoc1=2
no_arene_15430,O=c1nnn2ncc(=O)sc2n1
no_arene_15431,O=c1[nH]cc2ocnc(=O)n2c1=O
no_arene_15432,O=c1cc2[nH]c(=O)nnn2cn1
no_arene_15433,O=c1cc2c(=O)c(=O)cnc-2nc1=O
no_arene_15434,O=c1[nH]c(=O)n2cnnc2s1
no_arene_15435,O=c1ncn2c(=O)scnc2n1
no_arene_15436,O=c1ncn2c(=O)scc2[nH]1
no_arene_15437,O=c1onnc2ocnc12
no_arene_15438,O=c1ncsc2[nH]nnc12
no_arene_15439,O=c1nc2[nH]ncc2n[nH]1
no_arene_15440,O=c1oc(=O)c2nsc(=O)n2o1
no_arene_15441,O=c1cnsc2cnnnc12
no_arene_15442,O=c1cc2c(=O)sc(=O)sc2no1
no_arene_15443,O=c1oc2c(=O)oncc2s1
no_arene_15444,O=c1ncn2c(=O)c(=O)ncn2s1
no_arene_15445,O=c1cnon2sncsn12
no_arene_15446,O=c1sc(=O)n2onn[nH]n2s1
no_arene_15447,O=c1on2c(=O)snc2c(=O)s1
no_arene_15448,O=c1[nH]c(=O)c(=O)c2[nH]cnoc1=2
no_arene_15449,c1nn2[nH]ncsc-2co1
no_arene_15450,O=c1[nH]n2c(=O)ncn2s1
no_arene_15451,O=c1sc2cnsc(=O)c2s1
no_arene_15452,O=c1onc2c(=O)c(=O)c(=O)c(=O)n2c1=O
no_arene_15453,O=c1cnn2c(=O)sc(=O)n2s1
no_arene_15454,O=c1[nH]n2scnsn2o1
no_arene_15455,O=c1cnn2c(=O)[nH]ncn12
no_arene_15456,c1n[nH]n2ncscc-2o1
no_arene_15457,c1nnn2scnsn2n1
no_arene_15458,O=c1on2c(=O)nnc(=O)n2c(=O)s1
no_arene_15459,O=c1ncc2[nH]cnsc=2c1=O
no_arene_15460,c1nn2scnsn2[nH]1
no_arene_15461,O=c1[nH]c(=O)c2c(=O)cnsc2o1
no_arene_15462,O=c1[nH]c2cnoc(=O)c2o1
no_arene_15463,O=c1nnnco1
no_arene_15464,O=c1ncon2sncon12
no_arene_15465,O=c1ncn2scnc(=O)n2c1=O
no_arene_15466,O=c1[nH]c(=O)n2c(=O)c(=O)on2[nH]1
no_arene_15467,O=c1[nH]n2nncc2sc1=O
no_arene_15468,O=c1oc(=O)c2[nH]c(=O)c(=O)sc2o1
no_arene_15469,O=c1nnn2c(=O)c(=O)c(=O)[nH]n2o1
no_arene_15470,O=c1cc2onnc2c[nH]1
no_arene_15471,O=c1cnc2oc(=O)c(=O)[nH]c2s1
no_arene_15472,O=c1[nH]n2nconc-2c(=O)c1=O
no_arene_15473,O=c1[nH]c2sc(=O)nnc2c(=O)o1
no_arene_15474,O=c1[nH]c2ocn[nH]c=2c(=O)c1=O
no_arene_15475,O=c1cc2nnncc2n[nH]1
no_arene_15476,O=c1nc2[nH]c(=O)c(=O)oc2ns1
no_arene_15477,O=c1nc2sncn2c(=O)o1
no_arene_15478,O=c1nnc2cncn2[nH]1
no_arene_15479,c1n[nH]n2ncsnc-2o1
no_arene_15480,O=c1[nH]cc2sc(=O)c(=O)on2c1=O
no_arene_15481,O=c1nc[nH]c2[nH]nnc(=O)c12
no_arene_15482,O=c1oc2[nH]nn[nH]c=2c(=O)c1=O
no_arene_15483,O=c1ncc2[nH]cnc(=O)c2s1
no_arene_15484,O=c1nc2sc(=O)c(=O)on2c(=O)s1
no_arene_15485,c1non2scnn2o1
no_arene_15486,O=c1cnc(=O)n2nnscc1-2
no_arene_15487,O=c1[nH]c(=O)c2oc(=O)oc(=O)c2o1
no_arene_15488,O=c1[nH]c2[nH]c(=O)c(=O)sc2sc1=O
no_arene_15489,O=c1cnn2c(=O)c(=O)nc-2c1=O
no_arene_15490,O=c1[nH]cnn2c(=O)onc12
no_arene_15491,O=c1cn[nH]c2noc(=O)n12
no_arene_15492,O=c1[nH]c(=O)c2[nH]nnc2s1
no_arene_15493,c1nsc2nnnnc12
no_arene_15494,O=c1oc2cocc2o1
no_arene_15495,O=c1ncoc2c(=O)[nH]nnc12
no_arene_15496,O=c1oc(=O)n2sncsn2o1
no_arene_15497,O=c1ncn2nnncc2n1
